timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1655471612408,5077,4271,28,464,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655471822936,15596,14148,494,701,7457ed0a-6460-4078-b57c-e61b0703d565
1655472035690,18341,17266,564,578,bd83bb77-5490-4996-836c-4c0f03f8cee5
