timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1655895976503,15426,13297,52,1197,916d267b-2377-4660-bc6e-cec70f7c6800
1655896589097,57043,52231,1229,1747,24490db0-b7d0-4cc4-9d31-0a4b1bc4a448
1655897226306,88930,81189,1508,1914,36f872f2-5b87-415e-bdde-000db317b374
1655897922448,146985,131911,1619,2451,446994ec-8623-4d4f-b915-137177c5ef7f
1655898692856,222268,202596,2082,2856,02bba605-c102-4c2e-b979-677cf0ed672e
1655899583633,329192,302371,2461,3077,916d267b-2377-4660-bc6e-cec70f7c6800
