timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1655465769547,11835,10049,52,1052,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655466055138,27416,25880,881,873,7457ed0a-6460-4078-b57c-e61b0703d565
1655466341179,33445,31637,825,785,bd83bb77-5490-4996-836c-4c0f03f8cee5
