timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1655460962454,11880,10162,48,953,7457ed0a-6460-4078-b57c-e61b0703d565
1655461333058,33953,31328,948,1058,bd83bb77-5490-4996-836c-4c0f03f8cee5
