timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1656364385889,13500,11525,56,1244,ce7279f4-44c0-477d-9e14-b3cc22450ff9
1656364630902,48506,44777,1292,1542,18c56947-f3b6-42bb-9c8e-328297bdae36
1656364895722,73320,68211,1567,1561,419f2723-ea10-4fa7-8371-b63f606d6515
