timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1656511983773,14333,12255,60,1218,d6a8d9f1-1b46-451b-b72c-427ca5c8b528
1656512429351,60556,55235,1297,2051,a8edef97-796c-4daa-b5f6-125486dd61fb
1656512925796,101637,93349,1766,2126,8ae4192f-e1a7-4cf6-96f5-20564a07fd6e
1656513486346,166792,151768,1979,2648,4bb4b18c-0efb-4e55-aca7-ae5f25a0df18
1656514113643,241750,221772,2379,3035,1e8dc444-5d99-480d-a6fc-69a3b27c8d46
1656514843982,333725,307368,2736,3248,d6a8d9f1-1b46-451b-b72c-427ca5c8b528
1656515631829,396163,365435,2974,3289,a8edef97-796c-4daa-b5f6-125486dd61fb
