timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1656425040343,11650,9829,52,1061,42ede905-589b-4e8c-bfce-44fad54c3932
1656425815760,53036,47809,1126,1980,adc6d498-c61d-43c4-820b-38f109750e39
1656426644308,89488,81279,1551,2107,1c869323-7a91-4dc6-a23e-0cf5a25886e7
1656427541892,174344,157121,1809,3239,59bb4694-2fe9-4b17-97d2-4bb9a8ef4bbc
1656428563506,265763,241092,2481,3816,d097a776-9b5f-4425-9c2c-43ca0b0e081e
