timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1656419302477,19543,16525,54,1503,42ede905-589b-4e8c-bfce-44fad54c3932
1656420137699,108866,99905,2307,2790,adc6d498-c61d-43c4-820b-38f109750e39
1656421272594,368708,339817,4188,5301,1c869323-7a91-4dc6-a23e-0cf5a25886e7
1656423657343,1618080,1497149,8918,12579,59bb4694-2fe9-4b17-97d2-4bb9a8ef4bbc
