timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1656358459316,9527,8123,48,932,18c56947-f3b6-42bb-9c8e-328297bdae36
1656358868539,38455,34949,998,1545,419f2723-ea10-4fa7-8371-b63f606d6515
