timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1656351434790,13744,11872,188,1209,18c56947-f3b6-42bb-9c8e-328297bdae36
1656351727008,47842,44282,1445,1636,419f2723-ea10-4fa7-8371-b63f606d6515
