timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1655910414308,25305,22292,176,1908,916d267b-2377-4660-bc6e-cec70f7c6800
1655910723517,84156,78632,2168,2015,24490db0-b7d0-4cc4-9d31-0a4b1bc4a448
1655911072480,123005,114542,2292,2291,36f872f2-5b87-415e-bdde-000db317b374
1655911515543,215948,200837,2845,2862,446994ec-8623-4d4f-b915-137177c5ef7f
1655912036033,296315,276854,3164,3211,02bba605-c102-4c2e-b979-677cf0ed672e
1655912658325,401495,376195,3566,3449,916d267b-2377-4660-bc6e-cec70f7c6800
1655913385792,498824,467964,3776,3549,24490db0-b7d0-4cc4-9d31-0a4b1bc4a448
1655914157968,550867,516676,3785,3556,36f872f2-5b87-415e-bdde-000db317b374
