timestamp,cpuUsage,memoryUsage,replicaId
1656490620001,0.05783022014676451,0.340574227182637,4bb4b18c-0efb-4e55-aca7-ae5f25a0df18
1656490620001,0.05783022014676451,0.69553323542292,d6a8d9f1-1b46-451b-b72c-427ca5c8b528
1656490620001,0.05783022014676451,0.6247002935593046,a8edef97-796c-4daa-b5f6-125486dd61fb
1656490620001,0.05783022014676451,0.6431058020386625,1e8dc444-5d99-480d-a6fc-69a3b27c8d46
1656490620001,0.05783022014676451,0.49321705970627977,8ae4192f-e1a7-4cf6-96f5-20564a07fd6e
1656490680000,0.0046959445378384765,0.6961933496400664,d6a8d9f1-1b46-451b-b72c-427ca5c8b528
1656490680001,0.004695879296451693,0.3415501611806125,4bb4b18c-0efb-4e55-aca7-ae5f25a0df18
1656490680001,0.0046959445378384765,0.6254018846833053,a8edef97-796c-4daa-b5f6-125486dd61fb
1656490680001,0.0046959445378384765,0.4938673437800213,8ae4192f-e1a7-4cf6-96f5-20564a07fd6e
1656490680001,0.0046959445378384765,0.6437119308605274,1e8dc444-5d99-480d-a6fc-69a3b27c8d46
1656490740000,0.24181191476297464,0.3415503513683764,1e8dc444-5d99-480d-a6fc-69a3b27c8d46
1656490740001,0.24181191476297464,0.3628375679079018,d6a8d9f1-1b46-451b-b72c-427ca5c8b528
1656490740001,0.24181191476297464,0.779609280699352,8ae4192f-e1a7-4cf6-96f5-20564a07fd6e
1656490740000,0.24181191476297464,0.2735919299023473,a8edef97-796c-4daa-b5f6-125486dd61fb
1656490740001,0.24181528929079796,0.6251494397437127,4bb4b18c-0efb-4e55-aca7-ae5f25a0df18
1656490800001,0.647410638896707,0.3312763996773593,a8edef97-796c-4daa-b5f6-125486dd61fb
1656490800002,0.647410638896707,0.4714956690614113,d6a8d9f1-1b46-451b-b72c-427ca5c8b528
1656490800000,0.6474197497853896,0.4830597978941822,1e8dc444-5d99-480d-a6fc-69a3b27c8d46
1656490800001,0.647410638896707,0.716251578367111,4bb4b18c-0efb-4e55-aca7-ae5f25a0df18
