timestamp,cpuUsage,memoryUsage
1656449308076,0.4635386749232946,0.4051858968098958
1656449368086,0.5969676492947039,0.5533456429839134
1656449494159,0.3104679721208098,0.5095945115522905
1656449554165,0.6148192906525771,0.5639586702459872
1656449614175,0.5980091668306948,0.5730349705298061
1656449796270,0.2674893152093576,0.39159727096557617
1656449856275,0.602752808988764,0.2655835162152301
1656449916279,0.5879248884273164,0.40224704842994835
1656450115389,0.2362190182375286,0.46001622200965564
1656450175397,0.5946451159522137,0.684266469772211
1656450235400,0.5946010477675249,0.7704244453216268
1656450494493,0.2227329024267523,0.5354167499592979
1656450554496,0.6008823694711404,0.312107988232561
1656450614500,0.592430777011365,0.5984950654662609
1656450906619,0.19752440276502703,0.2638943688688519
1656450966623,0.6023377024767845,0.3794146709312115
1656451026628,0.5866295968659169,0.33300704256110236
1656451385734,0.18100458872425096,0.36682823550925175
1656451445740,0.6046959578207382,0.22197274906501863
1656451505743,0.5918682739048582,0.6845322551128534
1656451871841,0.17710336771547014,0.38939366336193243
1656451931845,0.6067865673738935,0.8011101292663321
1656451991851,0.6001207373401283,0.42427119693240606
1656452370966,0.17670821613358678,0.6809009434965888
1656452430981,0.6053929489791616,0.27054740152302875
1656452490998,0.5959698157750517,0.47431561700228986
1656453033095,0.1349943186542139,0.7104775495382956
1656453093099,0.00384920028347901,0.710530123475057
1656453153104,0.00405758434772942,0.7108874702778545
1656453213109,0.008313291535178569,0.7180305851379083
1656453273117,0.0053362979433018345,0.7193492194050621
1656453333125,0.004056682411781051,0.719400649582507
1656453393130,0.0038216206450895646,0.7194525021710632
1656453453134,0.004057020590768888,0.7200599293489472
1656453513140,0.0041816590489156865,0.7201122368417769
1656453573145,0.004084921914077697,0.7201640959289655
1656453633150,0.00448798110323746,0.720215805547607
1656453693155,0.0040158410338358924,0.7202682137692401
1656453753159,0.0044742729306487695,0.7212735814577067
1656453813165,0.008437469593138822,0.7284685229117867
1656453873169,0.004793530817540154,0.7290846452599287
1656453933173,0.003946088648047798,0.7291381192572884
1656453993177,0.0039044588642332114,0.7291899815937932
1656454053181,0.0038348779369468257,0.729240706669614
1656454113187,0.003834718092644566,0.7292932546118455
1656454173192,0.004084354421938817,0.7293440414246749
1656454233197,0.0041116821780802885,0.7293949192183591
1656454293204,0.004264007333537043,0.7294463786396501
1656454353212,0.004710492308974947,0.7310022877265892
1656454413218,0.008396235595034544,0.7380485892092755
1656454473223,0.004543370430578134,0.7384138870889121
1656454533228,0.004085148955091151,0.7384650703183228
1656454593234,0.004153585419387103,0.7385164615039728
1656454653239,0.004070122798244152,0.7385678981800502
1656454713245,0.003917809361063644,0.7386191236505719
1656454773249,0.0037376684729748507,0.7386705473293844
1656454833254,0.004014613749704808,0.7387223771727268
1656454893259,0.003668144113601312,0.7387741030379495
1656454953265,0.005182354984369573,0.7409088453198617
1656455013272,0.008064067626939547,0.7474507944344255
1656455073277,0.004583333333333333,0.7477269603202858
1656455133282,0.004083900541741909,0.7477793587939703
1656455193287,0.0040006667777962995,0.7478303958041501
1656455253293,0.0038206649346318967,0.7480292702046123
1656455313299,0.0038346648141715876,0.7480801707435101
1656455373304,0.0038203464706944696,0.7481320038361687
1656455433308,0.004042677336000666,0.7481840448850667
1656455493314,0.004112024894420982,0.7482352866021698
1656455553320,0.0057531962201222905,0.7513982197698174
1656455613326,0.008296967507018374,0.7570605627316632
1656455673330,0.004333694474539546,0.7572618058836643
1656455733335,0.003820399544330527,0.7573145910259812
1656455793338,0.004388218466623154,0.7573627881337675
1656455853344,0.003681731664281646,0.7574179420276232
1656455913348,0.004111168210669593,0.7574669027247258
1656455973354,0.003931210757348447,0.7575195741409744
1656456033359,0.004056006222913657,0.7575708970909834
1656456093363,0.0037097244800133383,0.7576228244138129
1656456153368,0.007584281368504397,0.7618862749973797
1656456213373,0.009909797217473489,0.7664987996245974
1656456273379,0.003903862183939983,0.7666979534662562
1656456333384,0.003585125896281474,0.7667515054472057
1656456393392,0.003778722458392376,0.7668020940517445
1656456453397,0.0037651962486974643,0.7668529750947448
1656456513402,0.0037093121796029508,0.7669037976500529
1656456573406,0.003667991219051324,0.7669563715868143
1656456633411,0.0038063485448357297,0.7670090105099003
1656456693415,0.0039311015418808165,0.7672098897384826
1656456753420,0.009004752508268253,0.7726253983921655
1656456813425,0.009046818327102933,0.7759625793924932
1656456873430,0.0038343451744210274,0.7761642741994517
1656456933436,0.004000889086463658,0.7762146418504862
1656456993441,0.0036537927202000553,0.7762670825652817
1656457053445,0.003709106063763284,0.7763217100699066
1656457113450,0.003917319553258877,0.7763721264606847
1656457173454,0.003806560064461455,0.776423956304027
1656457233459,0.0035016049022468633,0.7764754352212155
1656457293467,0.003987163279198677,0.7769011248924866
1656457353471,0.014709153598042486,0.7833230995035253
1656457413476,0.005627970317667657,0.7857070578424041
1656457473481,0.003960368522713061,0.7857582638170284
1656457533486,0.0035151094129906215,0.7858097102410545
1656457593491,0.0035294444598838338,0.785861458851491
1656457653495,0.0034461196414923923,0.7859126908206452
1656457713500,0.00358447837503647,0.7859637765705687
1656457773504,0.003473573056188518,0.786015726638612
1656457833509,0.0037785124885394384,0.7860671405694757
1656457893514,0.004015338872370579,0.7866651349823154
1656457953520,0.009199427467656092,0.7934499282446996
1656458013526,0.005140459584873156,0.7951172108950769
1656458073531,0.0038483446560802458,0.7951706946403855
1656458133538,0.003764620898508043,0.7952201589815052
1656458193543,0.003944663592421801,0.7952720050714288
1656458253549,0.0037779876659814436,0.7953241241039166
1656458313555,0.0039028861912830913,0.7953747841934126
1656458373560,0.003916775465985166,0.7954262728585498
1656458433564,0.0041386589633909225,0.7954775145756529
1656458493571,0.004638888888888889,0.7965023944081399
1656458553575,0.009339170314780071,0.8041048521077613
1656458613580,0.004653811958212937,0.805089957060156
1656458673586,0.003750573004208976,0.805142771446319
1656458733593,0.003944608803144576,0.8051941658812852
1656458793598,0.003598421696120929,0.8052466975769355
1656458853605,0.0034180433785830403,0.8052986898860899
1656458913611,0.003335417969564311,0.8053483231916542
1656458973616,0.003473476533192542,0.8054019434082447
1656459033620,0.003542896839180271,0.8054518204125269
1656459093625,0.004405225125069483,0.807161103724621
1656459153630,0.007341490545050055,0.8137791680721043
1656459213635,0.004321184921704575,0.8144967438212042
1656459273641,0.0037238255359946645,0.8145473161791618
1656459333648,0.0035561482469300435,0.8146016934864363
1656459393654,0.0036957276832233414,0.8146527402445649
1656459453660,0.0035014102902557976,0.8147054084114972
1656459513665,0.0036399505411300517,0.8147560522544119
1656459573669,0.0033764537509205356,0.8148091200872418
1656459633673,0.0035843289802722977,0.8148600271247721
1656459693678,0.004891470498318557,0.8173559991423884
