timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1655469779950,12674,10816,53,1158,bd83bb77-5490-4996-836c-4c0f03f8cee5
1655470009544,32259,30331,1013,974,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655470246097,38801,36729,901,882,b6267944-07ee-4d23-8a8c-d2eed593c8c1
