timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1655475755512,27812,24867,387,1836,7457ed0a-6460-4078-b57c-e61b0703d565
1655476024283,76574,72255,1877,1839,bd83bb77-5490-4996-836c-4c0f03f8cee5
