timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1656366635866,2689,2253,19,267,83194da2-b6e5-4a87-bcde-5290808ce8f0
1656366942373,21954,19303,331,1443,419f2723-ea10-4fa7-8371-b63f606d6515
1656367291534,60853,55560,1300,1874,83194da2-b6e5-4a87-bcde-5290808ce8f0
1656367685093,104170,94871,1645,2223,419f2723-ea10-4fa7-8371-b63f606d6515
1656368134123,165953,150898,1930,2709,83194da2-b6e5-4a87-bcde-5290808ce8f0
1656368654282,238873,219188,2389,2934,419f2723-ea10-4fa7-8371-b63f606d6515
1656369258297,325396,301194,2724,3265,83194da2-b6e5-4a87-bcde-5290808ce8f0
1656369933356,396194,367205,3027,3284,419f2723-ea10-4fa7-8371-b63f606d6515
