timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1655834780176,17118,14425,57,1419,02bba605-c102-4c2e-b979-677cf0ed672e
1655835588760,82307,75403,1950,2283,916d267b-2377-4660-bc6e-cec70f7c6800
1655836551794,226188,208211,3039,3866,24490db0-b7d0-4cc4-9d31-0a4b1bc4a448
1655837993459,690127,636042,5250,7512,36f872f2-5b87-415e-bdde-000db317b374
