timestamp,applicationTime,databaseTime,numberOfSellOffers,numberOfBuyOffers,replicaId
1655458170621,15768,13414,56,1185,62169bd7-73a8-4a4e-bf1c-1d4eabb9205d
1655458556972,53608,49652,1291,1435,eee7bc77-574a-482d-91a2-17374dfeabc6
