timestamp,cpuUsage,memoryUsage,replicaId
1655458020000,0.4434090386744949,0.7439004427731244,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458020000,0.4433997743512599,0.7041116600476267,62169bd7-73a8-4a4e-bf1c-1d4eabb9205d
1655458020001,0.4434230319237841,0.7137391697656144,58671a42-7617-4fd8-b193-daea9bb6a122
1655458020001,0.4434230319237841,0.6933263727531579,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458020003,0.44344392445261577,0.7336531245178792,eee7bc77-574a-482d-91a2-17374dfeabc6
1655458080006,0.7083673206542738,0.3641370178287865,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458080005,0.7083673206542738,0.3002201869428988,62169bd7-73a8-4a4e-bf1c-1d4eabb9205d
1655458080006,0.7083673206542738,0.30929959002939306,58671a42-7617-4fd8-b193-daea9bb6a122
1655458080007,0.7083485391666487,0.3262618645571379,eee7bc77-574a-482d-91a2-17374dfeabc6
1655458080006,0.7083673206542738,0.2970486026641737,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458140001,0.35495503050378413,0.5182689572709422,62169bd7-73a8-4a4e-bf1c-1d4eabb9205d
1655458140003,0.35495503050378413,0.5131367313480037,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458140003,0.35495503050378413,0.539431254767481,eee7bc77-574a-482d-91a2-17374dfeabc6
1655458140003,0.35499559766886085,0.5235737356106615,58671a42-7617-4fd8-b193-daea9bb6a122
1655458140003,0.35495503050378413,0.5753233779189934,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458200002,0.42061546265375993,0.8637025361509761,58671a42-7617-4fd8-b193-daea9bb6a122
1655458200001,0.42065219688484057,0.8612135353077902,eee7bc77-574a-482d-91a2-17374dfeabc6
1655458200001,0.42066108715867784,0.7503315893278897,62169bd7-73a8-4a4e-bf1c-1d4eabb9205d
1655458200002,0.42065219688484057,0.9050047051193367,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458200000,0.42066108715867784,0.8281081998769205,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458260001,0.7388471070848646,0.7220517829554403,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458260001,0.7388786803982736,0.7827988773058161,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458260001,0.7388786803982736,0.7551201408631794,eee7bc77-574a-482d-91a2-17374dfeabc6
1655458260001,0.7388628934042689,0.7463022658699437,58671a42-7617-4fd8-b193-daea9bb6a122
1655458260001,0.7388628934042689,0.6239303621966513,62169bd7-73a8-4a4e-bf1c-1d4eabb9205d
1655458320000,0.7335470770546115,0.5009665238229852,62169bd7-73a8-4a4e-bf1c-1d4eabb9205d
1655458320000,0.7335470770546115,0.6807905372413429,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458320001,0.7335470770546115,0.6283944334396123,eee7bc77-574a-482d-91a2-17374dfeabc6
1655458320001,0.7335627564979481,0.630458067176376,58671a42-7617-4fd8-b193-daea9bb6a122
1655458320001,0.7335627564979481,0.6164119256678704,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458380001,0.6816602398406713,0.5323792924494498,58671a42-7617-4fd8-b193-daea9bb6a122
1655458380001,0.6816602398406713,0.5206907383061187,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458380001,0.6816602398406713,0.5465176967356926,eee7bc77-574a-482d-91a2-17374dfeabc6
1655458380001,0.6816602398406713,0.5764362137224536,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458380002,0.6816602398406713,0.4014212857255618,62169bd7-73a8-4a4e-bf1c-1d4eabb9205d
